shipment_id,order_id,warehouse_city,customer_city,shipment_date,delivery_date,shipment_status,transport_cost,weight_kg,distance_km,fuel_cost,driver_id,vehicle_type
101878,501878,Bangalore,Lucknow,2026-06-10,2026-06-14,Delayed,7722,78,1853,8442,1002,Mini Truck
101879,501879,Delhi,Delhi,2025-09-23,2025-09-30,Delivered,6175,65,1361,8392,1024,Mini Truck
101880,501880,Hyderabad,Kolkata,2025-03-29,2025-04-05,Delivered,1920,16,2704,8009,1021,Container
101881,501881,Pune,Kolkata,2025-10-04,2025-10-14,Delayed,9540,90,1784,13328,1020,Container
101882,501882,Pune,Ahmedabad,2026-05-04,2026-05-05,Delivered,4290,39,226,1005,1092,Truck
101883,501883,Bangalore,Mumbai,2026-03-10,2026-03-17,Delivered,1050,10,2074,12512,1023,Container
101884,501884,Bangalore,Lucknow,2025-08-18,2025-08-25,Delivered,6700,50,488,3718,1075,Container
101885,501885,Mumbai,Hyderabad,2025-02-16,,In Transit,4118,58,2670,18938,1049,Container
101886,501886,Chennai,Bangalore,2025-09-29,,In Transit,4071,59,154,768,1040,Mini Truck
101887,501887,Delhi,Jaipur,2025-01-12,2025-01-18,Delivered,954,18,1630,5507,1046,Mini Truck
101888,501888,Pune,Ahmedabad,2025-10-09,2025-10-12,Delivered,540,5,2108,16402,1100,Mini Truck
101889,501889,Bangalore,Lucknow,2026-02-14,2026-02-23,Delivered,1360,34,2565,18831,1018,Van
101890,501890,Hyderabad,Jaipur,2025-06-04,,Cancelled,9191,101,2209,12835,1009,Container
101891,501891,Delhi,Kolkata,2025-03-06,2025-03-08,Delivered,3520,32,512,3803,1093,Mini Truck
101892,501892,Bangalore,Kolkata,2025-06-17,,Cancelled,14616,116,887,4204,1030,Mini Truck
101893,501893,Hyderabad,Ahmedabad,2025-01-01,2025-01-05,Delivered,760,10,1092,6071,1013,Container
101894,501894,Bangalore,Delhi,2025-06-19,2025-06-24,Delivered,9898,101,1287,4241,1016,Truck
101895,501895,Hyderabad,Chennai,2025-02-02,,In Transit,6580,94,1234,3276,1073,Container
101896,501896,Hyderabad,Mumbai,2026-04-27,2026-05-05,Delayed,15827,119,317,1691,1090,Van
101897,501897,Chennai,Lucknow,2025-02-12,2025-02-13,Delivered,10810,115,1691,11977,1019,Truck
101898,501898,Bangalore,Mumbai,2026-03-30,2026-04-08,Delivered,15255,113,478,1790,1042,Mini Truck
101899,501899,Hyderabad,Ahmedabad,2025-09-29,2025-10-09,Delivered,10146,89,2255,15618,1032,Container
101900,501900,Pune,Kolkata,2026-03-27,2026-04-05,Delivered,3922,53,2373,14920,1012,Van
101901,501901,Bangalore,Kolkata,2025-09-25,,Cancelled,4387,107,2752,8554,1079,Mini Truck
101902,501902,Pune,Kolkata,2025-07-04,2025-07-12,Delivered,6324,51,1059,8056,1089,Truck
101903,501903,Bangalore,Mumbai,2025-03-14,2025-03-21,Delivered,5888,92,303,2144,1069,Container
101904,501904,Mumbai,Ahmedabad,2025-11-18,2025-11-21,Delivered,1853,17,2158,8479,1048,Truck
101905,501905,Hyderabad,Jaipur,2025-01-08,2025-01-18,Delivered,9504,88,2717,11292,1018,Van
101906,501906,Chennai,Kolkata,2025-09-14,2025-09-19,Delivered,6466,53,1586,11511,1095,Container
101907,501907,Hyderabad,Jaipur,2026-02-25,2026-03-04,Delivered,1368,38,712,4991,1040,Van
101908,501908,Hyderabad,Chennai,2026-05-17,2026-05-23,Delayed,7884,73,169,841,1040,Van
101909,501909,Mumbai,Bangalore,2026-06-03,2026-06-04,Delayed,3894,59,585,4220,1048,Van
101910,501910,Hyderabad,Ahmedabad,2025-05-14,,In Transit,2184,28,1765,11213,1007,Truck
101911,501911,Hyderabad,Chennai,2025-12-22,2025-12-23,Delivered,330,6,1792,12912,1016,Mini Truck
101912,501912,Mumbai,Hyderabad,2025-07-05,,Cancelled,9523,107,1901,14835,1062,Container
101913,501913,Bangalore,Ahmedabad,2025-05-18,2025-05-28,Delayed,494,13,1648,5059,1023,Van
101914,501914,Pune,Mumbai,2025-04-05,2025-04-14,Delivered,11227,109,1078,7419,1082,Container
101915,501915,Delhi,Delhi,2025-01-16,2025-01-26,Delivered,6816,71,1672,10718,1072,Mini Truck
101916,501916,Mumbai,Mumbai,2025-06-27,2025-07-03,Delivered,8357,61,105,420,1018,Container
101917,501917,Bangalore,Pune,2026-03-12,2026-03-14,Delivered,1586,26,269,1454,1030,Container
101918,501918,Bangalore,Bangalore,2026-03-17,2026-03-27,Delivered,12838,98,1630,8846,1060,Van
101919,501919,Pune,Pune,2026-01-13,,Cancelled,5180,70,766,2453,1086,Mini Truck
101920,501920,Chennai,Chennai,2025-09-17,2025-09-22,Delivered,1331,11,178,1369,1033,Van
101921,501921,Pune,Chennai,2025-10-20,2025-10-26,Delivered,5940,99,646,4619,1010,Truck
101922,501922,Mumbai,Bangalore,2025-06-07,,In Transit,8246,62,1219,6649,1098,Container
101923,501923,Pune,Kolkata,2025-03-28,2025-04-04,Delivered,6732,102,894,5502,1083,Mini Truck
101924,501924,Hyderabad,Pune,2025-02-01,2025-02-10,Delivered,8906,73,1604,5507,1010,Container
101925,501925,Bangalore,Delhi,2025-03-04,2025-03-06,Delayed,5412,82,1635,11521,1033,Van
101926,501926,Pune,Bangalore,2025-02-03,2025-02-07,Delivered,4554,46,2283,16126,1035,Mini Truck
101927,501927,Bangalore,Bangalore,2025-11-09,2025-11-11,Delivered,8820,70,333,2430,1057,Container
101928,501928,Chennai,Hyderabad,2026-06-11,,In Transit,8848,112,1790,14210,1036,Van
101929,501929,Bangalore,Chennai,2025-09-25,2025-09-26,Delivered,6710,110,2227,15604,1047,Truck
101930,501930,Hyderabad,Kolkata,2025-08-11,2025-08-20,Delivered,2106,18,113,708,1097,Van
101931,501931,Mumbai,Kolkata,2025-05-07,2025-05-15,Delivered,8211,69,2149,8391,1069,Container
101932,501932,Chennai,Kolkata,2026-03-12,,Cancelled,9648,72,2157,7231,1098,Truck
101933,501933,Bangalore,Chennai,2026-05-08,2026-05-11,Delivered,5376,112,2013,8068,1058,Mini Truck
101934,501934,Bangalore,Ahmedabad,2025-08-27,2025-08-29,Delivered,11960,115,2500,16530,1049,Van
101935,501935,Mumbai,Hyderabad,2025-05-16,,In Transit,13098,111,2330,8726,1058,Mini Truck
101936,501936,Chennai,Bangalore,2025-09-01,2025-09-03,Delivered,2808,24,511,3131,1064,Truck
101937,501937,Hyderabad,Pune,2025-08-04,,Cancelled,2911,71,2158,13842,1072,Mini Truck
101938,501938,Mumbai,Pune,2025-05-05,2025-05-07,Delivered,384,6,808,2800,1001,Truck
101939,501939,Delhi,Lucknow,2026-01-31,2026-02-07,Delivered,722,19,235,1243,1081,Container
101940,501940,Pune,Ahmedabad,2025-05-05,2025-05-07,Delivered,6431,109,1260,5732,1012,Van
101941,501941,Delhi,Bangalore,2025-10-24,,In Transit,10296,88,1049,8065,1076,Truck
101942,501942,Hyderabad,Hyderabad,2026-03-08,2026-03-17,Delayed,5133,87,616,2606,1053,Van
101943,501943,Pune,Mumbai,2025-02-05,2025-02-06,Delivered,3654,63,1705,4295,1036,Van
101944,501944,Pune,Kolkata,2026-01-24,2026-01-26,Delivered,5781,47,130,357,1056,Container
101945,501945,Hyderabad,Hyderabad,2025-04-05,2025-04-12,Delivered,2392,52,1275,8159,1091,Mini Truck
101946,501946,Bangalore,Delhi,2026-04-03,2026-04-05,Delivered,7784,56,2565,19425,1076,Van
101947,501947,Chennai,Jaipur,2025-02-12,2025-02-13,Delivered,6864,52,2350,8390,1054,Mini Truck
101948,501948,Bangalore,Lucknow,2025-05-25,2025-06-04,Delivered,6622,77,2597,8767,1078,Container
101949,501949,Delhi,Lucknow,2025-08-28,2025-09-06,Delivered,8816,76,2180,12233,1061,Container
101950,501950,Chennai,Mumbai,2026-01-08,2026-01-18,Delivered,4779,59,789,3940,1010,Container
101951,501951,Hyderabad,Delhi,2025-08-31,2025-09-02,Delivered,2604,21,1817,12177,1046,Container
101952,501952,Pune,Lucknow,2025-07-11,2025-07-16,Delivered,525,15,2316,15484,1074,Van
101953,501953,Mumbai,Mumbai,2026-04-18,2026-04-27,Delivered,4185,45,532,2753,1038,Truck
101954,501954,Pune,Pune,2026-05-15,2026-05-25,Delivered,1316,28,355,1945,1083,Mini Truck
101955,501955,Bangalore,Mumbai,2026-02-17,,In Transit,3420,60,1140,3870,1078,Container
101956,501956,Bangalore,Lucknow,2025-03-18,2025-03-23,Delivered,6693,97,1550,11686,1014,Van
101957,501957,Pune,Hyderabad,2026-01-17,2026-01-18,Delivered,6030,45,1832,9676,1001,Mini Truck
101958,501958,Mumbai,Chennai,2026-05-24,,In Transit,3515,95,2403,18405,1007,Truck
101959,501959,Pune,Ahmedabad,2025-08-13,,In Transit,10440,120,1451,5823,1007,Container
101960,501960,Mumbai,Bangalore,2025-05-20,2025-05-28,Delivered,1485,27,2110,15946,1079,Van
101961,501961,Pune,Hyderabad,2025-01-06,2025-01-14,Delivered,9869,71,2720,14529,1021,Van
101962,501962,Pune,Jaipur,2025-09-04,2025-09-11,Delivered,1456,14,1645,12474,1099,Van
101963,501963,Delhi,Jaipur,2025-03-09,2025-03-15,Delivered,9424,76,2677,17780,1008,Truck
101964,501964,Delhi,Kolkata,2026-01-16,,Cancelled,7802,83,779,5743,1014,Truck
101965,501965,Bangalore,Pune,2026-03-14,2026-03-15,Delivered,6400,100,1535,11832,1057,Truck
101966,501966,Chennai,Pune,2025-07-24,2025-08-01,Delivered,1540,14,1812,7658,1002,Truck
101967,501967,Hyderabad,Hyderabad,2025-03-30,,In Transit,8268,78,1329,8522,1090,Van
101968,501968,Mumbai,Pune,2026-06-19,2026-06-29,Delivered,4712,76,2397,17398,1053,Van
101969,501969,Mumbai,Kolkata,2025-09-21,2025-09-29,Delivered,8961,103,523,3713,1012,Mini Truck
101970,501970,Hyderabad,Bangalore,2025-11-15,2025-11-17,Delayed,1248,32,339,1328,1006,Mini Truck
101971,501971,Bangalore,Lucknow,2026-02-17,2026-02-20,Delivered,936,13,1968,7229,1094,Van
101972,501972,Hyderabad,Hyderabad,2026-06-21,2026-06-25,Delayed,4224,48,670,3627,1052,Van
101973,501973,Chennai,Ahmedabad,2025-02-09,2025-02-17,Delayed,3045,29,2459,9109,1092,Van
101974,501974,Bangalore,Lucknow,2026-05-31,2026-06-05,Delivered,3699,27,1352,5074,1081,Van
101975,501975,Hyderabad,Pune,2025-02-18,2025-02-19,Delivered,4340,62,1869,11916,1051,Van
101976,501976,Hyderabad,Kolkata,2025-12-10,2025-12-16,Delivered,3355,55,703,3940,1094,Truck
101977,501977,Chennai,Delhi,2025-12-08,,In Transit,1840,46,488,2544,1090,Van
101978,501978,Pune,Delhi,2025-04-15,,In Transit,799,17,391,1972,1065,Container
101979,501979,Delhi,Kolkata,2025-01-20,2025-01-25,Delivered,11590,95,1873,8690,1088,Mini Truck
101980,501980,Mumbai,Delhi,2026-02-20,2026-02-26,Delivered,4726,34,1340,10129,1035,Truck
101981,501981,Pune,Pune,2025-01-01,,In Transit,5220,90,603,2959,1041,Van
101982,501982,Delhi,Delhi,2025-06-11,,In Transit,4590,102,257,1094,1044,Mini Truck
101983,501983,Pune,Pune,2025-12-22,,Cancelled,5984,88,2459,12100,1080,Van
101984,501984,Delhi,Jaipur,2025-10-17,2025-10-25,Delivered,2125,17,1864,6620,1017,Container
101985,501985,Chennai,Lucknow,2025-02-20,,In Transit,11495,95,2466,11131,1004,Mini Truck
101986,501986,Pune,Mumbai,2025-02-19,2025-02-26,Delivered,2542,41,2597,20345,1099,Truck
101987,501987,Mumbai,Kolkata,2025-05-02,2025-05-08,Delivered,1302,21,178,864,1065,Van
101988,501988,Delhi,Mumbai,2025-11-04,2025-11-06,Delivered,2574,33,2728,20031,1079,Mini Truck
101989,501989,Chennai,Chennai,2025-12-21,2025-12-25,Delayed,4056,52,2372,7841,1047,Container
101990,501990,Delhi,Delhi,2025-03-02,2025-03-10,Delivered,2772,77,2415,14593,1051,Container
101991,501991,Chennai,Delhi,2025-03-17,2025-03-25,Delivered,2640,66,1126,7634,1031,Container
101992,501992,Chennai,Hyderabad,2025-05-09,2025-05-13,Delivered,9523,89,843,6040,1040,Van
101993,501993,Mumbai,Delhi,2025-01-03,2025-01-11,Delivered,4081,53,693,2983,1028,Mini Truck
101994,501994,Pune,Chennai,2025-01-12,2025-01-16,Delivered,3551,53,1332,4282,1051,Mini Truck
101995,501995,Bangalore,Mumbai,2026-04-16,2026-04-19,Delivered,9085,79,300,1058,1074,Mini Truck
101996,501996,Mumbai,Bangalore,2025-11-12,2025-11-14,Delivered,1677,13,112,765,1074,Truck
101997,501997,Pune,Ahmedabad,2025-02-17,2025-02-18,Delivered,9116,86,2265,17042,1066,Van
101998,501998,Mumbai,Delhi,2025-06-05,,In Transit,1596,19,412,1919,1029,Mini Truck
101999,501999,Chennai,Delhi,2025-10-16,,In Transit,3619,47,1919,12758,1073,Container
102000,502000,Bangalore,Kolkata,2025-07-10,2025-07-20,Delivered,13167,99,2481,11981,1022,Container
102001,502001,Delhi,Bangalore,2025-09-04,2025-09-07,Delivered,13161,107,84,275,1048,Van
102002,502002,Chennai,Pune,2025-03-21,2025-03-29,Delivered,14514,118,151,872,1001,Container
102003,502003,Delhi,Mumbai,2025-12-19,,In Transit,1155,33,2305,8056,1056,Mini Truck
102004,502004,Delhi,Kolkata,2025-06-25,2025-07-04,Delivered,10605,105,559,3158,1063,Truck
102005,502005,Pune,Chennai,2025-04-07,2025-04-09,Delivered,4278,69,1838,10008,1043,Truck
102006,502006,Pune,Kolkata,2025-11-17,2025-11-25,Delivered,5208,93,1976,12590,1013,Container
102007,502007,Chennai,Lucknow,2025-02-15,2025-02-21,Delivered,3605,35,2010,13488,1090,Mini Truck
102008,502008,Delhi,Lucknow,2026-01-20,2026-01-23,Delivered,6720,70,2433,18115,1066,Van
102009,502009,Bangalore,Hyderabad,2025-02-24,2025-03-05,Delivered,2794,22,738,4905,1021,Truck
102010,502010,Delhi,Pune,2025-08-07,2025-08-16,Delivered,1344,21,2611,8470,1020,Truck
102011,502011,Bangalore,Mumbai,2025-10-12,2025-10-17,Delivered,11264,88,915,2950,1096,Truck
102012,502012,Delhi,Ahmedabad,2026-01-04,2026-01-08,Delivered,11374,94,91,290,1081,Truck
102013,502013,Mumbai,Delhi,2025-08-01,,Cancelled,2520,40,661,4751,1017,Container
102014,502014,Hyderabad,Chennai,2025-05-11,2025-05-13,Delivered,4536,36,1577,5624,1100,Mini Truck
102015,502015,Chennai,Mumbai,2026-03-04,2026-03-05,Delivered,4845,57,1088,3899,1088,Truck
102016,502016,Bangalore,Kolkata,2025-08-25,,In Transit,5673,61,1921,8562,1075,Truck
102017,502017,Chennai,Lucknow,2025-08-18,2025-08-20,Delivered,10856,92,143,484,1077,Truck
102018,502018,Hyderabad,Mumbai,2026-04-26,2026-05-06,Delivered,1090,10,701,4640,1068,Mini Truck
102019,502019,Delhi,Delhi,2025-09-27,2025-10-06,Delivered,4730,110,1180,6974,1051,Mini Truck
102020,502020,Mumbai,Kolkata,2025-03-25,2025-03-29,Delayed,1940,20,1769,4558,1008,Van
102021,502021,Hyderabad,Lucknow,2026-01-13,,Cancelled,5394,58,1660,12860,1006,Container
102022,502022,Mumbai,Ahmedabad,2025-06-06,2025-06-15,Delivered,8667,107,1662,7461,1039,Van
102023,502023,Bangalore,Hyderabad,2025-02-07,2025-02-14,Delivered,6710,55,854,3573,1099,Mini Truck
102024,502024,Pune,Bangalore,2026-03-03,2026-03-08,Delivered,7221,87,2526,8638,1025,Mini Truck
102025,502025,Mumbai,Ahmedabad,2025-05-18,2025-05-20,Delivered,848,16,1260,4922,1053,Mini Truck
102026,502026,Pune,Chennai,2025-11-25,2025-11-28,Delivered,1700,17,2158,12946,1006,Container
102027,502027,Chennai,Kolkata,2025-04-11,2025-04-18,Delayed,1495,23,2669,17305,1092,Truck
102028,502028,Pune,Kolkata,2026-01-25,2026-01-29,Delivered,10488,76,1437,5484,1018,Van
102029,502029,Hyderabad,Pune,2026-01-10,2026-01-16,Delivered,4599,73,1016,3911,1026,Truck
102030,502030,Pune,Bangalore,2025-03-21,2025-03-27,Delivered,11526,113,2788,14629,1004,Van
102031,502031,Pune,Hyderabad,2026-01-14,,In Transit,12792,104,1649,9235,1035,Container
102032,502032,Bangalore,Jaipur,2026-02-16,2026-02-21,Delivered,7469,97,2653,20450,1047,Mini Truck
102033,502033,Hyderabad,Chennai,2026-04-29,,Cancelled,3276,39,1659,12644,1077,Container
102034,502034,Delhi,Ahmedabad,2025-08-02,,In Transit,1197,21,373,1636,1048,Truck
102035,502035,Chennai,Delhi,2025-12-07,,In Transit,8400,84,1304,3887,1044,Mini Truck
102036,502036,Hyderabad,Kolkata,2025-05-27,2025-06-02,Delivered,6630,78,1611,6704,1058,Mini Truck
102037,502037,Delhi,Bangalore,2025-01-14,2025-01-19,Delivered,1804,22,1031,6983,1076,Truck
102038,502038,Bangalore,Pune,2026-01-30,2026-02-04,Delivered,748,11,2784,16922,1075,Mini Truck
102039,502039,Mumbai,Pune,2026-03-02,2026-03-07,Delayed,7696,104,1347,4949,1008,Container
102040,502040,Chennai,Ahmedabad,2025-08-14,2025-08-22,Delivered,4026,33,477,3563,1004,Truck
102041,502041,Hyderabad,Lucknow,2025-12-31,,In Transit,1035,23,542,2453,1071,Container
102042,502042,Delhi,Lucknow,2025-10-15,2025-10-19,Delivered,3570,51,2744,18014,1023,Container
102043,502043,Chennai,Jaipur,2025-09-23,2025-10-01,Delivered,1078,11,510,1819,1021,Truck
102044,502044,Pune,Lucknow,2026-02-25,2026-02-28,Delayed,3102,33,1871,9338,1074,Container
102045,502045,Hyderabad,Chennai,2026-02-21,2026-03-01,Delivered,350,5,506,3800,1083,Truck
102046,502046,Pune,Chennai,2025-06-06,2025-06-15,Delayed,1066,13,150,643,1067,Truck
102047,502047,Delhi,Delhi,2025-06-05,2025-06-08,Delivered,4214,98,574,2411,1041,Container
102048,502048,Pune,Bangalore,2025-05-03,2025-05-13,Delivered,4644,43,978,6168,1016,Mini Truck
102049,502049,Hyderabad,Lucknow,2025-03-30,2025-04-02,Delivered,450,9,862,3094,1080,Van
102050,502050,Bangalore,Pune,2026-06-15,2026-06-18,Delayed,10767,97,159,961,1074,Container
102051,502051,Mumbai,Chennai,2025-05-11,2025-05-21,Delivered,6100,50,2750,10099,1031,Mini Truck
102052,502052,Mumbai,Pune,2026-03-30,2026-04-09,Delivered,3248,29,2188,12785,1001,Van
102053,502053,Bangalore,Jaipur,2025-08-16,2025-08-20,Delayed,1869,21,978,4740,1065,Van
102054,502054,Delhi,Jaipur,2026-02-11,2026-02-12,Delivered,3000,75,1930,10254,1050,Container
102055,502055,Delhi,Lucknow,2025-06-12,,In Transit,1170,30,1611,4901,1063,Truck
102056,502056,Mumbai,Ahmedabad,2025-04-13,2025-04-22,Delivered,3993,33,2336,13037,1024,Truck
102057,502057,Hyderabad,Ahmedabad,2025-09-26,2025-10-01,Delivered,9984,104,1698,6115,1057,Van
102058,502058,Mumbai,Pune,2025-08-03,,Cancelled,1696,32,675,5222,1092,Truck
102059,502059,Pune,Mumbai,2025-10-27,2025-10-30,Delivered,5880,49,2344,16922,1073,Mini Truck
102060,502060,Pune,Pune,2025-07-02,2025-07-08,Delayed,4648,56,284,995,1080,Van
102061,502061,Mumbai,Chennai,2025-02-20,,In Transit,4896,36,2652,17161,1032,Truck
102062,502062,Pune,Mumbai,2025-02-26,2025-03-06,Delivered,5600,40,478,1816,1063,Van
102063,502063,Mumbai,Lucknow,2025-11-09,2025-11-18,Delayed,1656,46,658,4860,1010,Mini Truck
102064,502064,Hyderabad,Pune,2026-02-15,2026-02-24,Delivered,12495,105,1224,5748,1074,Container
102065,502065,Pune,Chennai,2026-01-31,2026-02-05,Delivered,4240,106,2000,8976,1033,Truck
102066,502066,Mumbai,Mumbai,2026-01-13,2026-01-18,Delivered,1498,14,367,2464,1087,Van
102067,502067,Bangalore,Ahmedabad,2025-10-06,2025-10-08,Delivered,8580,78,1589,12578,1076,Van
102068,502068,Hyderabad,Lucknow,2026-05-24,2026-05-27,Delivered,1644,12,2004,5015,1018,Truck
102069,502069,Bangalore,Pune,2026-03-22,,Cancelled,3960,90,111,657,1084,Container
102070,502070,Delhi,Pune,2025-04-02,2025-04-04,Delivered,1980,30,2391,15865,1056,Container
102071,502071,Hyderabad,Lucknow,2026-04-10,2026-04-20,Delivered,4402,71,1993,5795,1055,Container
102072,502072,Hyderabad,Bangalore,2025-03-23,2025-03-26,Delayed,2478,21,1843,8554,1098,Truck
102073,502073,Hyderabad,Chennai,2026-05-02,2026-05-09,Delivered,5800,50,1021,7808,1081,Van
102074,502074,Mumbai,Mumbai,2025-04-04,2025-04-11,Delivered,2773,47,1314,3508,1066,Van
102075,502075,Mumbai,Bangalore,2025-05-08,2025-05-11,Delivered,860,20,2450,10867,1004,Van
102076,502076,Hyderabad,Ahmedabad,2025-10-06,,Cancelled,7161,77,2671,18423,1037,Container
102077,502077,Delhi,Delhi,2025-01-02,2025-01-11,Delivered,4736,64,1670,7014,1086,Container
102078,502078,Hyderabad,Ahmedabad,2025-11-01,2025-11-11,Delivered,2852,62,1317,6333,1026,Container
102079,502079,Bangalore,Ahmedabad,2025-02-04,2025-02-10,Delivered,783,9,144,553,1041,Mini Truck
102080,502080,Hyderabad,Bangalore,2025-02-08,2025-02-15,Delivered,3471,39,2364,13925,1060,Container
102081,502081,Delhi,Mumbai,2026-01-02,2026-01-09,Delivered,2013,33,1365,3784,1048,Container
102082,502082,Pune,Delhi,2025-07-03,2025-07-05,Delivered,1375,25,2216,11179,1087,Mini Truck
102083,502083,Hyderabad,Hyderabad,2025-08-29,,Cancelled,12882,114,1336,5470,1068,Van
102084,502084,Chennai,Ahmedabad,2025-12-24,,In Transit,5130,57,2742,10595,1043,Van
102085,502085,Bangalore,Bangalore,2025-11-11,2025-11-13,Delivered,11978,106,1300,4117,1073,Mini Truck
102086,502086,Chennai,Bangalore,2025-09-22,2025-09-30,Delivered,4428,41,977,7176,1053,Van
102087,502087,Delhi,Lucknow,2025-06-25,2025-06-26,Delivered,7920,80,1394,6706,1078,Container
102088,502088,Pune,Bangalore,2026-06-19,2026-06-24,Delivered,935,17,1070,3284,1002,Container
102089,502089,Mumbai,Delhi,2025-06-27,2025-07-05,Delivered,9792,102,227,975,1067,Van
102090,502090,Mumbai,Hyderabad,2026-02-27,2026-03-07,Delivered,5457,107,2448,17687,1017,Truck
102091,502091,Mumbai,Delhi,2025-02-13,2025-02-23,Delivered,4980,60,1296,9861,1019,Mini Truck
102092,502092,Chennai,Delhi,2025-01-29,2025-02-04,Delivered,2412,18,608,1903,1094,Container
102093,502093,Bangalore,Ahmedabad,2025-12-31,2026-01-10,Delivered,4235,55,829,4727,1081,Container
102094,502094,Delhi,Lucknow,2026-03-17,,Cancelled,1695,15,2399,8879,1009,Van
102095,502095,Pune,Chennai,2025-11-02,2025-11-08,Delivered,3465,55,1638,4857,1029,Van
102096,502096,Delhi,Bangalore,2025-10-31,,In Transit,1595,29,1718,13108,1095,Mini Truck
102097,502097,Delhi,Bangalore,2025-07-19,2025-07-24,Delivered,2436,28,1135,4135,1014,Truck
102098,502098,Bangalore,Bangalore,2026-04-07,2026-04-14,Delivered,5865,69,2745,18660,1070,Truck
102099,502099,Delhi,Lucknow,2025-11-18,2025-11-21,Delivered,6391,77,1199,7964,1007,Mini Truck
102100,502100,Pune,Mumbai,2026-05-14,2026-05-19,Delivered,884,13,1957,6919,1005,Van
102101,502101,Mumbai,Chennai,2025-03-01,2025-03-10,Delivered,4346,106,1551,5271,1072,Van
102102,502102,Hyderabad,Ahmedabad,2025-12-13,2025-12-19,Delivered,5880,98,703,2534,1067,Mini Truck
102103,502103,Chennai,Bangalore,2025-01-10,2025-01-13,Delivered,5076,47,1693,13464,1028,Mini Truck
102104,502104,Delhi,Bangalore,2025-01-23,2025-01-28,Delivered,5187,57,1968,5653,1089,Truck
102105,502105,Pune,Ahmedabad,2026-04-13,2026-04-14,Delivered,3233,61,1798,12167,1079,Van
102106,502106,Bangalore,Bangalore,2025-02-28,2025-03-06,Delivered,1395,31,279,2142,1023,Mini Truck
102107,502107,Pune,Kolkata,2025-09-22,2025-09-25,Delayed,2170,35,168,670,1017,Truck
102108,502108,Mumbai,Lucknow,2025-10-31,2025-11-10,Delivered,4968,108,117,584,1021,Mini Truck
102109,502109,Pune,Pune,2025-10-27,2025-11-02,Delivered,1668,12,1849,13558,1053,Van
102110,502110,Pune,Lucknow,2026-04-19,2026-04-21,Delayed,12987,111,2000,11996,1064,Van
102111,502111,Bangalore,Ahmedabad,2025-04-19,2025-04-29,Delivered,7820,115,799,2217,1047,Mini Truck
102112,502112,Chennai,Jaipur,2025-06-07,2025-06-15,Delayed,6630,85,657,3470,1009,Mini Truck
102113,502113,Mumbai,Chennai,2025-02-11,2025-02-21,Delayed,8820,105,1455,6792,1069,Van
102114,502114,Pune,Hyderabad,2026-06-04,2026-06-07,Delayed,2376,36,2038,12125,1058,Truck
102115,502115,Mumbai,Mumbai,2025-05-14,2025-05-15,Delivered,1860,20,2224,17376,1006,Mini Truck
102116,502116,Pune,Chennai,2026-03-02,2026-03-12,Delayed,484,11,2792,13957,1007,Container
102117,502117,Bangalore,Delhi,2025-08-19,2025-08-25,Delivered,2052,18,2457,14483,1089,Van
102118,502118,Mumbai,Kolkata,2025-11-22,2025-11-24,Delayed,3876,68,467,1618,1064,Container
102119,502119,Pune,Hyderabad,2025-09-13,2025-09-21,Delivered,1036,28,719,3223,1038,Mini Truck
102120,502120,Mumbai,Mumbai,2026-01-20,2026-01-26,Delivered,10120,92,1117,8193,1049,Mini Truck
102121,502121,Mumbai,Delhi,2025-07-20,2025-07-25,Delivered,3822,42,1287,9426,1003,Van
102122,502122,Chennai,Lucknow,2026-05-27,2026-06-06,Delivered,3243,47,98,495,1022,Truck
102123,502123,Bangalore,Kolkata,2026-01-22,2026-01-28,Delayed,1862,14,2557,18697,1025,Container
102124,502124,Hyderabad,Hyderabad,2025-07-06,2025-07-10,Delivered,3225,25,2498,10593,1030,Van
102125,502125,Mumbai,Jaipur,2026-05-25,2026-05-28,Delivered,2675,25,1519,5080,1054,Truck
102126,502126,Hyderabad,Chennai,2025-03-27,2025-04-06,Delivered,2596,22,163,738,1093,Mini Truck
102127,502127,Mumbai,Kolkata,2025-10-20,2025-10-26,Delivered,7130,115,1731,4727,1076,Van
102128,502128,Bangalore,Kolkata,2026-02-16,2026-02-20,Delivered,8128,64,2787,19419,1083,Container
102129,502129,Mumbai,Kolkata,2025-10-31,2025-11-03,Delivered,830,10,1817,5301,1085,Van
102130,502130,Chennai,Lucknow,2025-01-28,2025-02-06,Delivered,2832,48,447,1620,1014,Mini Truck
102131,502131,Pune,Lucknow,2025-02-11,2025-02-21,Delivered,9125,73,969,6982,1009,Truck
102132,502132,Mumbai,Pune,2025-04-07,,In Transit,2214,27,362,2396,1066,Truck
102133,502133,Pune,Chennai,2025-06-07,,In Transit,7622,74,1758,9224,1052,Van
102134,502134,Delhi,Mumbai,2025-04-23,2025-04-28,Delivered,3192,76,2250,10444,1040,Mini Truck
102135,502135,Pune,Delhi,2025-02-13,2025-02-16,Delayed,7546,77,2108,10397,1068,Container
102136,502136,Mumbai,Chennai,2026-06-18,2026-06-25,Delivered,6106,86,1695,13054,1052,Van
102137,502137,Pune,Mumbai,2026-03-22,2026-03-26,Delayed,2436,42,2747,8556,1019,Container
102138,502138,Mumbai,Pune,2025-03-18,2025-03-19,Delivered,1760,44,311,1263,1079,Van
102139,502139,Chennai,Bangalore,2025-04-26,2025-05-04,Delivered,9310,70,2377,17210,1015,Truck
